No,検査分類,表示名,施設ID,検査コード,検査名,検体コード,検体名,単位,標準単位,変換率
218,生化学検査,クレアチニン,1.2.840.114319.5.1000.1.18.1,0512000,CRNN（ｸﾚｱﾁﾆﾝ）,034,血液,mg/dL,mg/dL,1
219,生化学検査,クレアチニン,1.2.840.114319.5.1000.1.22.1,0020500,ｸﾚｱﾁﾆﾝ,005,静血漿,mg/dL,mg/dL,1
220,生化学検査,クレアチニン,1.2.840.114319.5.1000.1.22.2,302300,クレアチニン,1B1,静脈血清（一般特殊 ）,㎎/dl,mg/dL,1
221,生化学検査,クレアチニン,1.2.840.114319.5.1000.1.23.3,3020200,血清クレアチニン,611,静脈血,mg/dL,mg/dL,1
222,生化学検査,クレアチニン,1.2.840.114319.5.1000.1.26.1,0452000,CRE (eGFR),010,血液,mg/dL,mg/dL,1
223,生化学検査,クレアチニン,1.2.840.114319.5.1000.1.27.3,0000027,ｸﾚｱﾁﾆﾝ,023,血清,mg/dL,mg/dL,1
224,生化学検査,クレアチニン,1.2.840.114319.5.1000.1.28.13,0242,Ｃｒ（クレアチニン）,12,血清,mg/dl,mg/dL,1
225,生化学検査,クレアチニン,1.2.840.114319.5.1000.1.41.2,001900,クレアチニン,023,血清,mg/dL,mg/dL,1
226,生化学検査,クレアチニン,1.2.840.114319.5.1000.1.45.1,0002500,ＣＲＥ,001,血液,mg/dL,mg/dL,1
227,生化学検査,クレアチニン,1.2.840.114319.5.1000.1.45.2,00350,Cre,001,血清,mg/dL,mg/dL,1
228,生化学検査,クレアチニン,1.2.840.114319.5.1000.1.45.4,00350,Cre,001,血清,mg/dL,mg/dL,1
229,生化学検査,血糖,1.2.840.114319.5.1000.1.18.1,0514800,血糖(血清),034,血液,mg/dL,mg/dL,1
230,生化学検査,血糖,1.2.840.114319.5.1000.1.22.1,0013100,随時血糖,003,静全血,mg/dL,mg/dL,1
231,生化学検査,血糖,1.2.840.114319.5.1000.1.22.2,318100,血糖,1C1,静脈血漿（凝固）,㎎/dl,mg/dL,1
232,生化学検査,血糖,1.2.840.114319.5.1000.1.22.2,318200,Ｇｌｕｃｏｓｅ,1B1,静脈血清（一般特殊 ）,㎎/dl,mg/dL,1
233,生化学検査,血糖,1.2.840.114319.5.1000.1.23.3,3031900,血清グルコ－ス,611,静脈血,mg/dL,mg/dL,1
234,生化学検査,血糖,1.2.840.114319.5.1000.1.26.1,0506000,血清血糖,010,血液,mg/dL,mg/dL,1
235,生化学検査,血糖,1.2.840.114319.5.1000.1.27.3,0000021,血糖,023,血清,mg/dL,mg/dL,1
236,生化学検査,血糖,1.2.840.114319.5.1000.1.28.13,0201,血糖,11,全血,mg/dl,mg/dL,1
237,生化学検査,血糖,1.2.840.114319.5.1000.1.41.2,002600,グルコース（血清）,023,血清,mg/dL,mg/dL,1
238,生化学検査,血糖,1.2.840.114319.5.1000.1.45.1,0003000,ＧＬＵ,001,血液,mg/dL,mg/dL,1
239,生化学検査,血糖,1.2.840.114319.5.1000.1.45.2,01270,Ｇｌｕ,003,全血,mg/dL,mg/dL,1
240,生化学検査,血糖,1.2.840.114319.5.1000.1.45.4,00240,グルコ－ス,002,血漿,mg/dL,mg/dL,1
241,生化学検査,カルシウム,1.2.840.114319.5.1000.1.18.1,0511500,Ca（ｶﾙｼｳﾑ）,034,血液,mg/dL,mg/dL,1
242,生化学検査,カルシウム,1.2.840.114319.5.1000.1.22.1,0029102,ｶﾙｼｳﾑ,005,静血漿,mg/dL,mg/dL,1
243,生化学検査,カルシウム,1.2.840.114319.5.1000.1.22.2,303700,総Ｃａ,1B1,静脈血清（一般特殊 ）,㎎/dl,mg/dL,1
244,生化学検査,カルシウム,1.2.840.114319.5.1000.1.23.3,3063100,血清カルシウム,611,静脈血,mg/dL,mg/dL,1
245,生化学検査,カルシウム,1.2.840.114319.5.1000.1.26.1,0448000,Ca,010,血液,mg/dL,mg/dL,1
246,生化学検査,カルシウム,1.2.840.114319.5.1000.1.27.3,0000081,ｶﾙｼｳﾑ,023,血清,mg/dL,mg/dL,1
247,生化学検査,カルシウム,1.2.840.114319.5.1000.1.28.13,0254,Ｃａ,12,血清,mg/dl,mg/dL,1
248,生化学検査,カルシウム,1.2.840.114319.5.1000.1.41.2,002500,カルシウム,023,血清,mg/dL,mg/dL,1
249,生化学検査,カルシウム,1.2.840.114319.5.1000.1.45.1,0004300,Ｃａ,001,血液,mg/dL,mg/dL,1
250,生化学検査,カルシウム,1.2.840.114319.5.1000.1.45.2,00290,Ｃａ,001,血清,mg/dL,mg/dL,1
251,生化学検査,カルシウム,1.2.840.114319.5.1000.1.45.4,00290,Ｃａ,001,血清,mg/dL,mg/dL,1
252,生化学検査,総ビリルビン,1.2.840.114319.5.1000.1.18.1,0512600,T-Bil（総ﾋﾞﾘﾙﾋﾞﾝ）,034,血液,mg/dL,mg/dL,1
253,生化学検査,総ビリルビン,1.2.840.114319.5.1000.1.22.1,0004100,総ﾋﾞﾘﾙﾋﾞﾝ,005,静血漿,mg/dL,mg/dL,1
254,生化学検査,総ビリルビン,1.2.840.114319.5.1000.1.22.2,302600,総ビリルビン,1B1,静脈血清（一般特殊 ）,㎎/dl,mg/dL,1
255,生化学検査,総ビリルビン,1.2.840.114319.5.1000.1.23.3,2099218,総ビリルビン,611,静脈血,mg/dl,mg/dL,1
256,生化学検査,総ビリルビン,1.2.840.114319.5.1000.1.26.1,0422000,T-Bil,010,血液,mg/dL,mg/dL,1
257,生化学検査,総ビリルビン,1.2.840.114319.5.1000.1.27.3,0000008,総ﾋﾞﾘﾙﾋﾞﾝ,023,血清,mg/dL,mg/dL,1
258,生化学検査,総ビリルビン,1.2.840.114319.5.1000.1.28.13,0210,Ｔ－Ｂｉｌ,12,血清,mg/dl,mg/dL,1
259,生化学検査,総ビリルビン,1.2.840.114319.5.1000.1.41.2,001500,総ビリルビン,023,血清,mg/dL,mg/dL,1
260,生化学検査,総ビリルビン,1.2.840.114319.5.1000.1.45.1,0002700,Ｔ－ＢＩＬ,001,血液,mg/dL,mg/dL,1
261,生化学検査,総ビリルビン,1.2.840.114319.5.1000.1.45.2,00010,Ｔ－Ｂｉｌ,001,血清,mg/dL,mg/dL,1
262,生化学検査,総ビリルビン,1.2.840.114319.5.1000.1.45.4,00010,Ｔ－Ｂｉｌ,001,血清,mg/dL,mg/dL,1
263,生化学検査,乳酸脱水素酵素,1.2.840.114319.5.1000.1.18.1,0513200,LD(乳酸脱水素酵素),034,血液,U/L,U/L,1
264,生化学検査,乳酸脱水素酵素,1.2.840.114319.5.1000.1.22.1,0035900,LD,005,静血漿,U/L,U/L,1
265,生化学検査,乳酸脱水素酵素,1.2.840.114319.5.1000.1.22.2,310300,Ｌｄｈ,1B1,静脈血清（一般特殊 ）,,U/L,1
266,生化学検査,乳酸脱水素酵素,1.2.840.114319.5.1000.1.23.3,3010900,乳酸脱水素酵素(IFCC),611,静脈血,U/L,U/L,1
267,生化学検査,乳酸脱水素酵素,1.2.840.114319.5.1000.1.26.1,0403000,LD,010,血液,U/L,U/L,1
268,生化学検査,乳酸脱水素酵素,1.2.840.114319.5.1000.1.27.3,0000044,LD,023,血清,U/L,U/L,1
269,生化学検査,乳酸脱水素酵素,1.2.840.114319.5.1000.1.28.13,0223,Ｌｄｈ（Ｉｆｃｃ）,12,血清,U/l,U/L,1
270,生化学検査,乳酸脱水素酵素,1.2.840.114319.5.1000.1.41.2,000301,Ｌｄ（Ｉｆ）,023,血清,U/L,U/L,1
271,生化学検査,乳酸脱水素酵素,1.2.840.114319.5.1000.1.45.1,0005100,ＬＤ,001,血液,U/L,U/L,1
272,生化学検査,乳酸脱水素酵素,1.2.840.114319.5.1000.1.45.2,00050,LD,001,血清,U/L,U/L,1
273,生化学検査,乳酸脱水素酵素,1.2.840.114319.5.1000.1.45.4,00050,LD,001,血清,U/L,U/L,1
274,生化学検査,ALP,1.2.840.114319.5.1000.1.18.1,0513550,ALP(ｱﾙｶﾘﾌｫｽﾌｧﾀｰｾﾞ),034,血液,U/L,U/L,2.84
275,生化学検査,ALP,1.2.840.114319.5.1000.1.22.1,0037100,ALP,005,静血漿,U/L,U/L,1
276,生化学検査,ALP,1.2.840.114319.5.1000.1.22.2,310500,Ａｌｐ,1B1,静脈血清（一般特殊 ）,,U/L,1
277,生化学検査,ALP,1.2.840.114319.5.1000.1.23.3,3011100,ｱﾙｶﾘﾌｫｽﾌｧﾀｰｾﾞ(IFCC),611,静脈血,U/L,U/L,2.84
278,生化学検査,ALP,1.2.840.114319.5.1000.1.26.1,0426000,ALP(IFCC),010,血液,U/L,U/L,2.84
279,生化学検査,ALP,1.2.840.114319.5.1000.1.27.3,0000005,ALP(IFCC),023,血清,U/L,U/L,2.84
280,生化学検査,ALP,1.2.840.114319.5.1000.1.28.13,0221,Ａｌｐ（Ｉｆｃｃ）,12,血清,U/l,U/L,2.84
281,生化学検査,ALP,1.2.840.114319.5.1000.1.41.2,000401,アルカリフォスファターゼ（Ｉｆ）,023,血清,U/L,U/L,2.84
282,生化学検査,ALP,1.2.840.114319.5.1000.1.45.1,0005300,ＡＬＰ,001,血液,U/L,U/L,1
283,生化学検査,ALP,1.2.840.114319.5.1000.1.45.2,00070,ALP,001,血清,U/L,U/L,1
284,生化学検査,ALP,1.2.840.114319.5.1000.1.45.4,00070,ALP,001,血清,U/L,U/L,1
285,生化学検査,ALP1,1.2.840.114319.5.1000.1.45.1,0089301,ALP1,0A1,血清,%,%,1
286,生化学検査,ALP1,1.2.840.114319.5.1000.1.28.13,2025,Ａｌｐ－１,12,血清,%,%,1
287,生化学検査,ALP1,1.2.840.114319.5.1000.1.18.1,0947701,ALP1,034,血液,%,%,1
288,生化学検査,ALP2,1.2.840.114319.5.1000.1.45.1,0089302,ALP2,0A1,血清,%,%,1
289,生化学検査,ALP2,1.2.840.114319.5.1000.1.28.13,2026,Ａｌｐ－２,12,血清,%,%,1
290,生化学検査,ALP2,1.2.840.114319.5.1000.1.18.1,0947702,ALP2,034,血液,%,%,1
291,生化学検査,ALP3,1.2.840.114319.5.1000.1.45.1,0089303,ALP3,0A1,血清,,%,1
292,生化学検査,ALP3,1.2.840.114319.5.1000.1.28.13,2027,Ａｌｐ－３,12,血清,%,%,1
293,生化学検査,ALP3,1.2.840.114319.5.1000.1.18.1,0947703,ALP3,034,血液,%,%,1
294,生化学検査,ALP4,1.2.840.114319.5.1000.1.45.1,0089304,ALP4,0A1,血清,%,%,1
295,生化学検査,ALP4,1.2.840.114319.5.1000.1.28.13,2028,Ａｌｐ－４,12,血清,,%,1
296,生化学検査,ALP5,1.2.840.114319.5.1000.1.45.1,0089305,ALP5,0A1,血清,%,%,1
297,生化学検査,ALP5,1.2.840.114319.5.1000.1.28.13,2029,Ａｌｐ－５,12,血清,%,%,1
298,生化学検査,ALP6,1.2.840.114319.5.1000.1.45.1,0089306,ALP6,0A1,血清,%,%,1
299,生化学検査,ALP6,1.2.840.114319.5.1000.1.28.13,2030,Ａｌｐ－６,12,血清,,%,1
300,生化学検査,ALP2+ALP3,1.2.840.114319.5.1000.1.45.1,0089307,ALP2+ALP3,0A1,血清,%,%,1
301,血液検査,RDW-CV,1.2.840.114319.5.1000.1.18.1,0211900,RDW,034,血液,%,%,1
302,血液検査,RDW-CV,1.2.840.114319.5.1000.1.22.2,005108,Ｒｄｗ,1G1,末梢全血（HLA関連）,%,%,1
303,血液検査,RDW-CV,1.2.840.114319.5.1000.1.23.3,2000108,赤血球サイズ分布幅,611,静脈血,%,%,1
304,血液検査,RDW-CV,1.2.840.114319.5.1000.1.26.1,0203050,RDW-CV,010,血液,%,%,1
305,血液検査,RDW-CV,1.2.840.114319.5.1000.1.27.3,0000522,RDW-CV(赤血球分布幅-CV),019,全血,%,%,1
306,血液検査,RDW-CV,1.2.840.114319.5.1000.1.45.1,0068008,ＲＤＷ,001,血液,,%,1
307,血液検査,RDW-CV,1.2.840.114319.5.1000.1.45.2,02009,ＲＤＷ,002,血漿,%,%,1
308,血液検査,RDW-CV,1.2.840.114319.5.1000.1.45.4,02009,ＲＤＷ,003,全血,%,%,1
309,血液検査,RDW-SD,1.2.840.114319.5.1000.1.26.1,0203040,RDW-SD,010,血液,fL,fL,1
310,生化学検査,尿酸,1.2.840.114319.5.1000.1.18.1,0511900,UA（尿酸）,034,血液,mg/dL,mg/dL,1
311,生化学検査,尿酸,1.2.840.114319.5.1000.1.22.1,0020800,尿酸,005,静血漿,mg/dL,mg/dL,1
312,生化学検査,尿酸,1.2.840.114319.5.1000.1.22.2,302200,尿酸,1B1,静脈血清（一般特殊 ）,㎎/dl,mg/dL,1
313,生化学検査,尿酸,1.2.840.114319.5.1000.1.26.1,0410000,UA,010,血液,mg/dL,mg/dL,1
314,生化学検査,尿酸,1.2.840.114319.5.1000.1.27.3,0000026,尿酸,023,血清,mg/dL,mg/dL,1
315,生化学検査,尿酸,1.2.840.114319.5.1000.1.28.13,0240,Ｕａ,12,血清,mg/dl,mg/dL,1
316,生化学検査,尿酸,1.2.840.114319.5.1000.1.41.2,002000,尿酸,023,血清,mg/dL,mg/dL,1
317,生化学検査,尿酸,1.2.840.114319.5.1000.1.45.1,0002400,ＵＡ,001,血液,mg/dL,mg/dL,1
318,生化学検査,尿酸,1.2.840.114319.5.1000.1.45.4,00360,ＵＡ,001,血清,mg/dL,mg/dL,1
319,生化学検査,CK,1.2.840.114319.5.1000.1.18.1,0513300,CK（ｸﾚｱﾁﾝｷﾅｰｾﾞ）,034,血液,U/L,U/L,1
320,生化学検査,CK,1.2.840.114319.5.1000.1.22.1,0036300,CK,005,静血漿,U/L,U/L,1
321,生化学検査,CK,1.2.840.114319.5.1000.1.22.2,310900,Ｃｋ（Ｃｐｋ）,1B1,静脈血清（一般特殊 ）,,U/L,1
322,生化学検査,CK,1.2.840.114319.5.1000.1.23.3,3010100,クレアチンキナーゼ,611,静脈血,U/L,U/L,1
323,生化学検査,CK,1.2.840.114319.5.1000.1.26.1,0480000,CK,010,血液,U/L,U/L,1
324,生化学検査,CK,1.2.840.114319.5.1000.1.27.3,0000014,ｸﾚｱﾁﾝｷﾅ-ｾﾞ,023,血清,U/L,U/L,1
325,生化学検査,CK,1.2.840.114319.5.1000.1.28.13,0219,Ｃｋ,12,血清,IU/l,U/L,1
326,生化学検査,CK,1.2.840.114319.5.1000.1.41.2,001700,Ｃｋ,023,血清,U/L,U/L,1
327,生化学検査,CK,1.2.840.114319.5.1000.1.45.1,0005800,ＣＫ,001,血液,U/L,U/L,1
328,生化学検査,CK,1.2.840.114319.5.1000.1.45.2,00200,ＣＫ,001,血清,U/L,U/L,1
329,生化学検査,CK,1.2.840.114319.5.1000.1.45.4,00200,ＣＫ,001,血清,U/L,U/L,1
330,生化学検査,無機リン,1.2.840.114319.5.1000.1.18.1,0511700,IP（無機ﾘﾝ）,034,血液,mg/dL,mg/dL,1
331,生化学検査,無機リン,1.2.840.114319.5.1000.1.22.1,0029500,無機ﾘﾝ,005,静血漿,mg/dL,mg/dL,1
332,生化学検査,無機リン,1.2.840.114319.5.1000.1.22.2,303500,Ｐ,1B1,静脈血清（一般特殊 ）,,mg/dL,1
333,生化学検査,無機リン,1.2.840.114319.5.1000.1.23.3,3064100,血清無機リン,611,静脈血,mg/dL,mg/dL,1
334,生化学検査,無機リン,1.2.840.114319.5.1000.1.27.3,0000032,ﾘﾝ,023,血清,mg/dL,mg/dL,1
335,生化学検査,無機リン,1.2.840.114319.5.1000.1.28.13,0255,Ｉｐ,12,血清,mg/dl,mg/dL,1
336,生化学検査,無機リン,1.2.840.114319.5.1000.1.45.1,0004400,IＰ,001,血液,mg/dL,mg/dL,1
337,生化学検査,無機リン,1.2.840.114319.5.1000.1.45.2,00310,ＩＰ,001,血清,mg/dL,mg/dL,1
338,生化学検査,無機リン,1.2.840.114319.5.1000.1.45.4,00310,ＩＰ,001,血清,mg/dL,mg/dL,1
339,血液検査,好中球,1.2.840.114319.5.1000.1.18.1,0213001,Neutro（好中球）,034,血液,%,%,1
340,血液検査,好中球,1.2.840.114319.5.1000.1.22.1,0501100,好中球%,003,静全血,％,%,1
341,血液検査,好中球,1.2.840.114319.5.1000.1.22.2,005501,Ｎｅｕｔｒｏ,1G1,末梢全血（HLA関連）,,%,1
342,血液検査,好中球,1.2.840.114319.5.1000.1.23.3,2003103,好中球,611,静脈血,%,%,1
343,血液検査,好中球,1.2.840.114319.5.1000.1.26.1,0206010,Neutrophil,010,血液,%,%,1
344,血液検査,好中球,1.2.840.114319.5.1000.1.27.3,0000511,NEUT%,019,全血,%,%,1
345,血液検査,好中球,1.2.840.114319.5.1000.1.28.13,0021,Ｎｅｕｔ,11,全血,%,%,1
346,血液検査,好中球,1.2.840.114319.5.1000.1.41.2,05031E,好中球,017,血液,%,%,1
347,血液検査,好中球,1.2.840.114319.5.1000.1.45.1,0068201,ＮＥ,001,血液,%,%,1
348,血液検査,好中球,1.2.840.114319.5.1000.1.45.4,02022,好中球,003,全血,%,%,1
349,血液検査,好中球数,1.2.840.114319.5.1000.1.22.2,006300,Ｎｅｕｔｒｏ数,1G1,末梢全血（HLA関連）,/㎜^3,10^3/μL,0.001
350,血液検査,好中球数,1.2.840.114319.5.1000.1.22.1,0501101,NEUT(絶対数),003,静全血,/μL,10^3/μL,0.001
351,血液検査,好中球数,1.2.840.114319.5.1000.1.23.3,2003153,#NEUT,611,静脈血,E03/μl,10^3/μL,1
352,血液検査,好中球数,1.2.840.114319.5.1000.1.26.1,0206580,NEUT#,010,血液,10^9/L,10^3/μL,1
353,血液検査,好中球数,1.2.840.114319.5.1000.1.27.3,0000516,NEUT#,019,全血,百/μL,10^3/μL,0.1
354,血液検査,好中球数,1.2.840.114319.5.1000.1.45.1,0068207,NE(絶対数),001,血液,10^3/μl,10^3/μL,1
355,血液検査,好中球数,1.2.840.114319.5.1000.1.45.2,02076,好中球数(機),002,血漿,,10^3/μL,0.001
356,血液検査,平均血小板容積,1.2.840.114319.5.1000.1.18.1,0212200,MPV,034,血液,μm^3,fl,1
357,血液検査,平均血小板容積,1.2.840.114319.5.1000.1.22.2,005111,Ｍｐｖ,1G1,末梢全血（HLA関連）,μ^3,fl,1
358,血液検査,平均血小板容積,1.2.840.114319.5.1000.1.23.3,2000111,平均血小板容積,611,静脈血,fl,fl,1
359,血液検査,平均血小板容積,1.2.840.114319.5.1000.1.26.1,0205020,MPV,010,血液,fL,fl,1
360,血液検査,平均血小板容積,1.2.840.114319.5.1000.1.27.3,0000524,MPV(平均血小板容積),019,全血,fL,fl,1
361,血液検査,平均血小板容積,1.2.840.114319.5.1000.1.45.1,0068102,ＭＰＶ,001,血液,,fl,1
362,生化学検査,総蛋白,1.2.840.114319.5.1000.1.18.1,0512100,TP（総蛋白）,034,血液,g/dL,g/dL,1
363,生化学検査,総蛋白,1.2.840.114319.5.1000.1.22.1,0000100,総ﾀﾝﾊﾟｸ,005,静血漿,g/dL,g/dL,1
364,生化学検査,総蛋白,1.2.840.114319.5.1000.1.22.2,305100,総蛋白,1B1,静脈血清（一般特殊 ）,g/dl,g/dL,1
365,生化学検査,総蛋白,1.2.840.114319.5.1000.1.26.1,0430000,TP,010,血液,g/dL,g/dL,1
366,生化学検査,総蛋白,1.2.840.114319.5.1000.1.27.3,0000011,総蛋白,023,血清,g/dL,g/dL,1
367,生化学検査,総蛋白,1.2.840.114319.5.1000.1.28.13,0203,Ｔｐ,12,血清,g/dl,g/dL,1
368,生化学検査,総蛋白,1.2.840.114319.5.1000.1.45.1,0002100,ＴＰ,001,血液,g/dL,g/dL,1
369,生化学検査,総蛋白,1.2.840.114319.5.1000.1.45.2,00370,総タンパク,001,血清,g/dL,g/dL,1
370,生化学検査,総蛋白,1.2.840.114319.5.1000.1.45.4,00370,総タンパク,001,血清,g/dL,g/dL,1
371,生化学検査,アルブミン,1.2.840.114319.5.1000.1.18.1,0512200,ALB（ｱﾙﾌﾞﾐﾝ）,034,血液,g/dL,g/dL,1
372,生化学検査,アルブミン,1.2.840.114319.5.1000.1.22.1,0000200,ｱﾙﾌﾞﾐﾝ,005,静血漿,g/dL,g/dL,1
373,生化学検査,アルブミン,1.2.840.114319.5.1000.1.22.2,305201,アルブミン（Ｂｃｐ）,1B1,静脈血清（一般特殊 ）,,g/dL,1
374,生化学検査,アルブミン,1.2.840.114319.5.1000.1.26.1,0447000,ALB,010,血液,g/dL,g/dL,1
375,生化学検査,アルブミン,1.2.840.114319.5.1000.1.27.3,0000086,ｱﾙﾌﾞﾐﾝ(BCP),023,血清,g/dL,g/dL,1
376,生化学検査,アルブミン,1.2.840.114319.5.1000.1.28.13,0205,アルブミン,12,血清,g/dl,g/dL,1
377,生化学検査,アルブミン,1.2.840.114319.5.1000.1.45.1,0002200,ＡＬＢ,001,血液,g/dL,g/dL,1
378,生化学検査,アルブミン,1.2.840.114319.5.1000.1.45.2,00380,血清アルブミン,001,血清,g/dL,g/dL,1
379,生化学検査,アルブミン,1.2.840.114319.5.1000.1.45.4,00380,血清アルブミン,001,血清,g/dL,g/dL,1
380,生化学検査,中性脂肪,1.2.840.114319.5.1000.1.18.1,0514400,TG（中性脂肪）,034,血液,mg/dL,mg/dL,1
381,生化学検査,中性脂肪,1.2.840.114319.5.1000.1.22.1,0016700,中性脂肪#,005,静血漿,mg/dL,mg/dL,1
382,生化学検査,中性脂肪,1.2.840.114319.5.1000.1.22.2,315100,中性脂肪,1B1,静脈血清（一般特殊 ）,㎎/dl,mg/dL,1
383,生化学検査,中性脂肪,1.2.840.114319.5.1000.1.23.3,3040100,トリグリセライド(中性脂肪),611,静脈血,mg/dL,mg/dL,1
384,生化学検査,中性脂肪,1.2.840.114319.5.1000.1.26.1,0425000,TG,010,血液,mg/dL,mg/dL,1
385,生化学検査,中性脂肪,1.2.840.114319.5.1000.1.28.13,0230,Ｔｇ,12,血清,mg/dl,mg/dL,1
386,生化学検査,中性脂肪,1.2.840.114319.5.1000.1.45.1,0003200,ＴＧ,001,血液,mg/dL,mg/dL,1
387,生化学検査,中性脂肪,1.2.840.114319.5.1000.1.45.4,00130,TG,001,血清,mg/dL,mg/dL,1
388,生化学検査,γ-GTP,1.2.840.114319.5.1000.1.18.1,0513600,γ-GT(γ-ｸﾞﾙﾀﾐｰﾙﾄﾗﾝｽﾌｪﾗｰｾﾞ）,034,血液,U/L,U/L,1
389,生化学検査,γ-GTP,1.2.840.114319.5.1000.1.22.1,0037300,γ-GTP,005,静血漿,U/L,U/L,1
390,生化学検査,γ-GTP,1.2.840.114319.5.1000.1.22.2,310400,Γ－Ｇｔｐ,1B1,静脈血清（一般特殊 ）,,U/L,1
391,生化学検査,γ-GTP,1.2.840.114319.5.1000.1.26.1,0462000,γ-GT,010,血液,U/L,U/L,1
392,生化学検査,γ-GTP,1.2.840.114319.5.1000.1.28.13,0215,Γ－Ｇｔｐ,12,血清,IU/l,U/L,1
393,生化学検査,γ-GTP,1.2.840.114319.5.1000.1.41.2,000800,Γｇｔ,023,血清,U/L,U/L,1
394,生化学検査,γ-GTP,1.2.840.114319.5.1000.1.45.1,0005200,γ－ＧＴ,001,血液,U/L,U/L,1
395,生化学検査,γ-GTP,1.2.840.114319.5.1000.1.45.4,00090,γ-GTP,001,血清,U/L,U/L,1
396,生化学検査,総コレステロール,1.2.840.114319.5.1000.1.18.1,0514100,総ｺﾚｽﾃﾛｰﾙ,034,血液,mg/dL,mg/dL,1
397,生化学検査,総コレステロール,1.2.840.114319.5.1000.1.22.1,0016200,総ｺﾚｽﾃﾛｰﾙ#,005,静血漿,mg/dL,mg/dL,1
398,生化学検査,総コレステロール,1.2.840.114319.5.1000.1.22.2,315200,総コレステロール,1B1,静脈血清（一般特殊 ）,㎎/dl,mg/dL,1
399,生化学検査,総コレステロール,1.2.840.114319.5.1000.1.23.3,3041400,総コレステロ－ル,611,静脈血,mg/dL,mg/dL,1
400,生化学検査,総コレステロール,1.2.840.114319.5.1000.1.26.1,0463000,TC (T-CHO),010,血液,mg/dL,mg/dL,1
401,生化学検査,総コレステロール,1.2.840.114319.5.1000.1.27.3,0000022,総ｺﾚｽﾃﾛ-ﾙ,023,血清,mg/dL,mg/dL,1
402,生化学検査,総コレステロール,1.2.840.114319.5.1000.1.28.13,0231,Ｔｏｔａｌ－Ｃｈｏ,12,血清,mg/dl,mg/dL,1
403,生化学検査,総コレステロール,1.2.840.114319.5.1000.1.45.4,00120,T-Cho,001,血清,mg/dL,mg/dL,1
404,生化学検査,総コレステロール,1.2.840.114319.5.1000.1.45.1,0003100,Ｔ－ＣＨＯ,001,血液,mg/dL,mg/dL,1
405,尿検査,pH(尿),1.2.840.114319.5.1000.1.18.1,0538303,ｐH,006,尿,,,1
406,尿検査,pH(尿),1.2.840.114319.5.1000.1.22.1,0700800,尿pH,032,新鮮尿,,,1
407,尿検査,pH(尿),1.2.840.114319.5.1000.1.22.2,100209,Ｐｈ,2E1,任意尿（一般特殊）,,,1
408,尿検査,pH(尿),1.2.840.114319.5.1000.1.23.3,1000100,ｐＨ（尿）,211,中間尿,,,1
409,尿検査,pH(尿),1.2.840.114319.5.1000.1.28.13,0604,Ｐｈ,21,随時尿,,,1
410,尿検査,pH(尿),1.2.840.114319.5.1000.1.45.1,0109005,ｐＨ,013,早朝尿,,,1
411,尿検査,pH(尿),1.2.840.114319.5.1000.1.45.4,03013,ＰＨ,101,随時尿,,,1
412,尿検査,蛋白(尿),1.2.840.114319.5.1000.1.18.1,0538305,蛋白,006,尿,,,1
413,尿検査,蛋白(尿),1.2.840.114319.5.1000.1.22.1,0700900,尿蛋白半定量,032,新鮮尿,,,1
414,尿検査,蛋白(尿),1.2.840.114319.5.1000.1.22.2,100204,蛋白質,2E1,任意尿（一般特殊）,,,1
415,尿検査,蛋白(尿),1.2.840.114319.5.1000.1.23.3,1000300,蛋白定性（尿）,211,中間尿,,,1
416,尿検査,蛋白(尿),1.2.840.114319.5.1000.1.28.13,0606,蛋白,21,随時尿,,,1
417,尿検査,蛋白(尿),1.2.840.114319.5.1000.1.45.1,0109004,蛋白,013,早朝尿,,,1
418,尿検査,蛋白(尿),1.2.840.114319.5.1000.1.45.4,03002,蛋白,101,随時尿,,,1
419,生化学検査,直接ビリルビン,1.2.840.114319.5.1000.1.18.1,0512800,D-Bil（直接ﾋﾞﾘﾙﾋﾞﾝ）,034,血液,mg/dL,mg/dL,1
420,生化学検査,直接ビリルビン,1.2.840.114319.5.1000.1.22.1,0005100,直接ﾋﾞﾘﾙﾋﾞﾝ,005,静血漿,mg/dL,mg/dL,1
421,生化学検査,直接ビリルビン,1.2.840.114319.5.1000.1.22.2,302704,直接ビリルビン,1B1,静脈血清（一般特殊 ）,,mg/dL,1
422,生化学検査,直接ビリルビン,1.2.840.114319.5.1000.1.27.3,0000009,直接ﾋﾞﾘﾙﾋﾞﾝ,023,血清,mg/dL,mg/dL,1
423,生化学検査,直接ビリルビン,1.2.840.114319.5.1000.1.28.13,0211,Ｄ－Ｂｉｌ,13,血漿,mg/dl,mg/dL,1
424,生化学検査,直接ビリルビン,1.2.840.114319.5.1000.1.45.2,00020,Ｄ－Ｂｉｌ,001,血清,mg/dL,mg/dL,1
